"ano,""discurso"",""PT"",""PSDB"""
"2006,""informatizacao eletronico sorteio expediente passava fazendo sorteio minuto sai automaticamente contestacao chego aperto mouse inscrito programado aperto minuto sai lista impressa acabou ronaldo dima facilitacao jeito secreto ninguem votou votou secreta votou modelo estabelece secreto ninguem votou modernizada demo tv moderna graca dimensao pensam gastou gastou ligaram perguntando custou respondi custado consciencia responsabilidade sabendo austeridade necessario reuniao modelo terminal chega digita codigo quiser ninguem ve ninguem votou tiramo impressa votou"",1,0"
"2006,""apresentei inversao ocorre incluir joia coroa inversao seguiremo faremo interesse moderniza instituicao retiro pronto quiser retirar retirarei pronto constam fruto amplo passou sobretudo judiciario agil pobre acesso refirome retirar"",1,0"
"2006,""interesse moderniza instituicao retiro pronto quiser retirar retirarei pronto constam fruto amplo passou sobretudo judiciario agil pobre acesso refirome retirar"",1,0"
"2007,""divulgado sabado encerramento plenaria intergovernamental mudanca climatica ipcc organizacao nacao unida valencia espanha alertou concreta tomada floresta amazonica virar cerrado seculo sertao nordestino virar deserto documento preparado cientista participante ipcc passaram ultima discutindo afirma aumento temperatura associado reducao agua solo ocasionara substituicao gradual floresta tropical savana leste amazonia cientista acreditam continuarem vigor atual floresta tropical perdeu original virar cerrado alerta incluiu nordeste perder manguezal secar fonte agua transformando vegetacao semiarido nordestino vegetacao arida registrado aumento chuva inundacao afetando risco amazonia preocupou secretariogeral onu ban kimoon conferencia afirmou sufocada aquecimento global pediu acao concreta conter mudanca climatica ban kimoon afirmou amazonia tesouro terra ameacado mudanca climatica junto antartida geleira torr del paine secretariogeral onu ressaltou aspecto crucial cientista mudanca climatica afetara especialmente mudanca temperatura retrocederem poco pobreza desfazer progresso conquistado registrado aumento oceano subia media milimetro passou aumentar milimetro calota polar geleira derretendo rapido tempestade forte freq especialista confirmam causa alteracao humana emissao ga provocam efeito estufa aumentou principal fonte queima combustivel fosseiis desflorestamento causa emissao dioxido carbono co atmosfera respondendo emissao agricultura pecuaria contribuem decada temperatura continuar subindo media grau documento recomenda eficiencia uso energia industrias eficiencia consumo automovel alternativa diminuir emissao energia solar nuclear limpa emissao ga divulgado resume conhecimento cientifico causa efeito aquecimento global servira reuniao marcada bali indonesia onu pretende tratado suceda protocolo kyoto divulgacao ipcc poderia apropriado preservacao amazonia comeca simposio amazonia objetivo aprofundar sustentavel ameaca atingem floresta tropical planeta sextafeira especialista ambientalista discutirao formula valorizacao identificacao potencialidade diversidade natural amazonia conciliar preservacao patrimonio aumento geracao emprego renda reducao desigualdade aproveito solicitar coloque constituicao consagra cerrado caatinga patrimonios acolhe proposicao examinara"",1,0"
"2007,""proximidade termino ampliamse preocupacao segmento comunidade torno apreciacao pendente deliberacao permanentemente braco apreciacao pletora prioritarias insercao reportei constituicao acham tramitacao longo periodo deliberado apesar manifestado partidarias responsavel respectivo soberano incluir dentre recompoe municipai reestrutura defensoria sinal aceitacao indiscrepante representam recordese tange vereadoressuplente pompeu mato concebeu reorientacao estrutural implicaria despesa adicional respectivo erario corrigindose resolucao emanada tribunal superior eleitoral assinada corte sepulveda pertence diminuindo cerca vaga existente concerne defensor vale ressaltar sucessiva audiencias promovida abalizado estudo autoria exdeputado freire tendo sido nelson pelegrino produziu excelente manifestacao ponderavel segmento categoria parecia indicar mes chegariam trancaram gerando natural descontentamento massa ansioso interessado iniciativa porem chegada ocasiao repararse delonga registrada deliberandose conclusivamente podendo ocorrer dispensa intersticio celeridade tema inquestionavel relevancia pendente manifestacao"",1,0"
"2007,""consciencia negra cidadao decorrer lutou igualdade racial escravo trouxe prol igualdade racial funcao divida negro chamo atencao apesar esforco adotar beneficio comunidade quilombola chegarmo igualdade racial"",1,0"
"2007,""parabenizo marcela jesus portadora anencefalia comemora idade justamente conferencia saude rejeitada legalizacao aborto parabenizo lincoln portela apoiou encaminhamento crianca deficiencia belo horizonte uniao causa minorias assessoria mina"",1,0"
"2007,""comemoramo consciencia negra celebrado dedicado reflexao insercao negro data escolhida coincidir morte zumbi palmar zumbi quilombo palmar transformou icone resistencia negra escravismo luta liberdade assassinado marcadamente heterogeneo convivemo etnias raca discordo consideram existe racismo marcado diferenca discriminacao racial ibge preta parda correspondendo negra vitima freq discriminacao racial sofre desigualdade educacional mercado acesso constata populacional empobrecido economicamente ativa pea negra desfavoravel branco negro concentramse faixa escolaridade analfabeto ensino medio incompleto invertendose quadro elevado instrucao medio completo superior completo branco haviam atingido ensino superior negro absoluto cerca analfabeto preto pardo pesquisa realizada instituto geografia estatistica ibge departamento intersindical estatistica estudo socioeconomico dieese mostram realidade precaria enfrentada negro mercado comparacao enfrentada naonegro consideram dado taxa desemprego diferente posto rendimento aspecto perverso discriminacao espaco verificado promocao mobilidade cargo chefia comando responsabilidade visibilidade remuneracao mulher negra desfavoravel percebese claramente desigualdade negro branco homem branco mulher branca ganham mulher negra homem negro comparacao ganham mulher branca negra recebem trabalhadora negra concentra areas exigem formacao educacional domestico atualmente cerca domestico mulher negra trabalhadora ampla carteira assinada veem diariamente direito trabalhista serem desrespeitado adotado inovadora indispensavel contribuir superacao desigualdade racial criou secretaria promocao igualdade racial auxiliar ministerios elaboracao focada raca cito qualificacao jovem negro baixa renda melhoria acesso prouni fat destacadamente liberacao integral atencao saude voltada doenca comum negra glaucoma anemia falciforme promocao igualdade racial adotada comprovacao empenhado garantir justica racial consolide criando convivencia harmonica diferente individuos formam procurado meta milenio garantida prisma raca vimo negro ocupando cargo relevancia indicado negro supremo tribunal joaquim barbosa negro ministra matilde orlando gil fundacao cultural palmar intermedio zulu araujo dado enorme contribuicao reconhecimento direito constitucional comunidade quilombola acao ministrada secretaria realizada parceria estimulando criacao secretarias estadual promocao igualdade racial atualmente compoem forum intergovernamental reducao desigualdade racial impacto comecam mostrar resultado dado oit divulgado negro mercado aumentou significativamente homem negro ganhavam ganho aumentado cerca aumento mulher negra ganhavam ganho aumentado cerca aumento feita precisa aprovar rapidamente estatuto igualdade racial contribuira definicao garantam cidadania negra acesso justica mercado direito mulher afrobrasileira incentivo concede anistia revolta chibata candido merece passado quase abolicao escravatura racismo exatamente funcao morte zumbi palmar negro aliado branco sensibilidade compromisso nacao unificada participam ato movimento demarcar luta busca conquista registramo avanco obtido fruto luta negro cito criacao seppir adocao serie fortalecem luta discriminacao desejava"",1,0"
"2007,""acessando internet sintonizando radio assistindo tv especialmente mina orgulho representar ressalto acao altamente louvavel ocorrendo ambito mereceu devido refirome recente gestao digital documento lancado objetivo reduzir burocracia agilizar reduzir gasto racionalizar uso papel tinta meta passar digital documento economizar papel contribuir esforco preservacao ambiente cristalizase referencia internacional refere uso tecnologias informacao documentacao comunicacao portal informacao site institucional pagina documento internet visitado cerca acesso diarios lembro portal recebeu premio ibest criado alterou maneira historica acesso informacao cidadao passagem documentacao analogica digital contribuira aumentar transparencia disponibilizando rapidez dado cidadao contribui aperfeicoar tecnologias digital favorece transparencia democracia valorizado cristalina privatizado garante seguranca procedimento administrativo cuidado garantir migracao segura papel digital indispensavel instituicao cidadao seguranca essencial comunicacao digital eficiente investiu certificacao autenticacao digital emissao certificado digital iniciada parabenizo iniciativa pioneira melhoria prestacao utilizam dado informacao verdadeira"",1,0"
"2008,""justica terem assinado convenio formalizar repasse doacao helicoptero bafometro equipamento utilizado operacao seguranca assinatura convenio realizada vicegovernador silval barbosa aquisicao realizada seguranca cidadania pronasci investira serem distribuido policia rodoviaria policias convenio abrangeu liberacao serem investido seguranca verba destinada construcao unidade socioeducativa presidio varzea centro detencao peixoto azevedo doacao helicoptero extrema necessidade localizado fronteira rota trafico droga informacao policia quilometro fronteira seca bolivia loteado crime organizado dado investigacao policia civil cacer distante quilometro cuiaba apontam faccao criminosa nascida presidios paulista comando capital pcc investe compra fazenda fronteirica reforco seguranca contribuira gerenciamento trafico droga bafometro distribuido possam realizada fiscalizacao comecou seca policia intenso reduzido equipamento objetivo tornar rigorosa fiscalizacao cumprimento tornou crime ato dirigir consumo quantidade bebida alcoolica motorista alcoolizado sujeito multa prisao perda direito dirigir equipamento custou bafometro entregue policias estadual policia rodoviaria possam fiscalizar feriado operacao verao precisa investimento seguranca passada policia prendeu operacao batizada aracne policia comercializado tonelada droga principal cliente comando capital pcc fazendeiro campo pareci distante quilometro cuiaba apontado cabeca quadrilha droga fornecida cartel boliviano transportavam aeronave distribuida restante caminhao soja milho veiculo cruzam territorio matogrossense chegando centro consumo sudeste gravissima exige acao imediata estadual mantem fronteira policia militar gefron efetivo garante eficaz quilometro fronteira seca bolivia policia precisa faixa terra evitar trafico droga continue matar alimentar crime aquisicao helicoptero ajudara porem preciso investimento divulgacao orgao comunicacao eliene lima parabenizo wellington fagunde realmente preocupacao seguranca aspecto extensa fronteira seca especialmente bolivia"",1,0"
"2008,""aproximase tradicao sentimento generalizado festa confraternizacao congracamento esperanca aproxima lida diaadia transito permitido sonhar lidam conseq descaso transito paira incerteza angustiante sensacao reprise dor tristeza ruas estrada vivo memoria natal passado violento morreram rodovias periodo festa acrescido morreram anonovo marcado excepcionalmente violento registrando sucessivo recorde ocorrencias especialmente data feriado prolongado chocado tamanha violencia preocupado proximidade data carnaval caracteristica festa paga marcada consumo excessivo bebida alcoolica resolveu reagir editando proibitiva venda consumo bebida alcoolica rodovias determinou policia rodoviaria assoberbada volumosa rotina efetivo incumbencia fiscalizar milhar estabelecimento comercias instalado emocional reativa pronta intervencao objetivo prevenir igual catastrofe carnaval seguiria acabou acontecendo modesta morte registrada ligeiramente vitima fatal carnaval acidente crescido natureza emergencial eficiencia tornada permanente passou exigir imediata intervencao aprimoramento ampliando abrangencia focando esforco fiscalizacao controle condutor alcoolizado verdadeira ameaca oculta alcooldirecao coubeme delegacao relatoria aprovamo recorde equivocadamente chamada seca definitivamente proibe consumo venda limitandose garantir sobriedade controle comando direcao veiculo automotor apesar questionamento duvidoso imediata sancao presidencial representou significativa vitoria defesa transito recente debatida recebido generoso espaco meios comunicacao vigencia obrigatoria jornal radios tvs imprensa exercitando isencao seriedade papel informar formar opiniao ouviu esclarecida mito derrubado bombom licor jornalista passaram acompanhar resultado operacao fiscalizacao funcao precariedade disponivel passou representar vulneravel apesar vontade instituicao responsavel policia rodoviaria policias militar federacao agente transito preparado tecnica instrumentalmente exercer seguranca confianca missao simple objetiva rigorosa funciona acompanhamento aplicacao frouxa insegura suporte tecnologico indispensavel saldo positivo constituido informacao volumosa beneficios seguido queda indice morbimortalidade vigencia fundamental consolidacao consciencia coletiva ficam severamente comprometido ponta autoridade prioridade exige violencia transito notadamente provocada imprudencia negligencia desrespeito regra circulacao doenca diferentemente epidemias causa conhecida definido acontecer tratamento adequado educacao prevencao fiscalizacao punicao combinacao equilibrada elemento permitir resgate civilidade circulacao viaria ruas estrada diminuindo dor milhar familias perdem ente querido guerra urbana declarada apesar licao alarmante convencido acao proativa fundamental continuamo preferir contar perda adotar pontual impacto momentaneo efeito curto morto precisaremo chorar contundente impositiva possa tomada acidente transito estrada novamente recorde morte edicao festa formado impressionante comite mobilizacao saude seguranca paz transito criado passado apresentou resultado pratico efetivo aguardando espaco jornal balanco rodovias contabiizarmo morto tornando acidente modificacao codigo transito gestada efetiva aplicacao suficiente reducao absurdo estatistica apresenta apesar subnotificacao conhecida razao natureza emocional humanitaria comovem detem decidir razao economica facam marca alma perde amigo familiar acidente transito provocam forte impacto economia ipea estima perda causada tragedia recorrente alcanca soma $ equivalente produto interno bruto pib referencia supera investiu geracao transmissao energia eletrica $ representa volume dinheiro transferido bolsafamilia $ dado extraido jornal cabeno atuar aperfeicoamento arcabouco legal dedicacao afinco porem cidadao exexecutivo transito colocou representante afirmo absoluta conviccao agir executar transito definitivamente necessita regra precisa cidadao consciente papel motorista pedestr passageiro autoridade esfera preciso humildade reconhecer novidade identificacao fator violencia novidade solucao preciso sinceridade reconhecer erro compromisso efetivo enfrentamento valendose pratica exeq sucesso conviveram decidiram saudavel cumplicidade adotar velha porem infalivel formula combina regra severa educacao rotineira fiscalizacao permanente punicao celere justa infrator eua inglaterra canada japao recentemente portugal espanha indice acima media comunidade europeia decidiram seguir vizinho regra norma excesso codigo transito instituido moderna serviu reforma codigo estrada portugal seguramente elemento formula cito ctb determina implantacao educacao transito ensino passado promulgacao aguarda regulamentacao omissao menciono inteligentemente estabelecido legislador epoca especificamente destinado campanha educacao parcela oriunda multa seguro obrigatorio exclusivamente aplicada formacao consciencia preventiva transito rotineiramente contingenciada economica responsavel cidadao comum dificuldade responder pergunta cidadao honesto cumpridor dever indefeso acaba pagando omissao pagando entretanto elemento atrofiado formula fiscalizacao conseq punicao condutor faltoso adiantam moderna severa informacao precisa objetiva fiscalizacao fiscalizacao punicao estimulo impunidade leva descredito esforco enfrentar absolutamente recorrente ineficaz sequencia rigorosamente cumprida cidadao autoridade fizermo dever aproveito resta pai preocupacao alegria alegria filha laura mota melo silva formando ensino fundamental infelizmente poderei desejo turma felicidade vencido etapa passado fase escola suicobrasileira exatamente ausencia trabalhando prol filha poderao orgulho fala"",1,0"
"2008,""parabenizo administracao prefeitura guarulho pessoa secretaria educacao profa lindabel delgado cardoso lancamento cd retalho composto musica cantada crianca escola municipal educacao direito fundamental assumir desafio construir pratica pedagogica verdadeiramente democratica educacao exercicio liberdade beleza impar sabado passado assistirmo lancamento cd crianca periferia tocando violino crianca expressam musica pintura retrata evento singelo dormir relembrar van gogh arte fundamental sensibiliza cria geracao voltada paz harmonia parabenizo pai crianca educador escola municipai transformarem coracao trazerem escola popular fazerem crianca protagonista arte beleza assistem desejo encerre espirito confianca arte beleza prospero continuar construir democratico igual"",1,0"
"2008,""prosseguimento conhecimento seguinte ato uso atribuicao ocorrencia vaga inciso ii interno decorrente renuncia jusmari oliveira prba declara inciso combinado interno efetivado titular marcio marinho prba publiquese procedase pertinente brasilia"",1,0"
"2008,""venho denunciar grave arbitrariedade praticada reitoria universidade demitiu justa causa dirigente sindical claudionor brandao sindicato usp resultado conclusao administrativo aberto soa perseguicao surpreso extrema reitoria universidade cabe instituicao ensino tradicao democratica usp pratica caracterizam perseguicao funcionarios ataque livre organizacao sindical lutaram lutam consolidacao democracia resgatam memoria coletiva promulgacao impos conjunto excecao dentre perda direito associacao organizacao chama atencao anuncio demissao ocorre vespera festa natalina ocasiao conhecimento esvaziamento natural universidade funcao estabelecimento ferias escolar periodo especialmente escolhido dificultar reacao comunidade enfrentado funcionarios estudante docente usp brindado reformulacao estatuto usp criarem diferenciacao injustificavel carreira universitaria ativa inativo evidentemente alteracao estatuto carreira conduzida absoluta transparencia democracia ampla participacao envolvido infelizmente ocorrendo coadunam visao tecnocratica administracao implementada atual adota logica vigiar punir funcionalismo valorizacao comprometendo oferecido magnifica reitora universidade profa dra suely vilela revogue imediatamente injusta demissao reabra canal futuro carreira universitaria prestigiada instituicao aproveitar comentar tomou manchete internacional atitude jornalista iraquiano atirou sapato unido george bush ato tornou imensa simbologia muculmano mostrar atirar sapato grave ofensa sinal desprezo desprezo mandou invadir iraque salvar democracia tirou ditador colocar ditadura capital industria armamentista faziam halliburton resultado invasao iraque seguinte civi morto custo minimo trilhao dolar enriquecimento beneficia industrias petroleo armamentista reconstrucao destruiram unido george bush merece sai escorracado urna repulsa mundial americanismo logica combate terrorismo criou terror manutencao guantanamo pratica tortura cobertura legal nenhum governante capaz defender george bush sapatada sai escorracado iraque salvaria george bush imperialista norteamericana esperamo iraque saiba encontrar paz prosperidade bush representou morte delinq governante deveriam poderiam assumido potencia economica planeta"",1,0"
"2008,""subo novamente venho abordando passada assistimo televisao guido mantega banco central henrique meirelle apresentarem minguada superacao crise digo minguada apresentamo tramitacao dado levar reflexao positiva abrangente racional justa conseq desenvolvimentista ora sofrera crise mundial crise construirmo modelo disso continuar convivendo malha tributaria inferno tributario existente abolir imposto renda ipi punem producao criacao vampirizam energia criativa constituem trava crescimento ipi imposto renda velha maldicao impedem crescer simple substituir imposto eletronico movimentacao financeira aliquota imposto simple barato eficiente insonegavel capaz alcancar tributaria abrangente conseq encargo individual suave vejam nacao aumentar arrecadacao guido mantega injetado economia objetiva injetar economia chamar reflexao impossivel ficarmo braco cruzado convivendo tributaria infernal paranoia tributaria sair criar reflexao chame sair tornar guido mantega henrique meirelle minguada aceita mudar"",1,0"
"2009,""atingirmo daqui encerrarei registra secretaria faca soar campainha"",1,0"
"2009,""constituicao estadual maranhao promulgada estabeleceu campo natural baixada oriental ocidental uso comum dependem campo natural constituicao estabeleceu criador bufalo retirem gado bubalino campo natural uso comum destinado abastecimento agua criacao pequeno animal exploracao pescado assembleia prorrogou criador gado bubalino maranhao retirassem animal campo natural passado bufalo continuam anajatuba bequimao guimarao peri mirim cajapio haviam livrado gado bubalino criacao gado campo voltou intensificar posse atual governadora maranhao antigo criador sentiramse vontade voltar colocar bufalo campo natural recentemente penalva pude constatar povoado jacare campo entorno quantidade gado bubalino criado solto campo natural criacao gado extensiva campo natural causa ambiente grave criacao extensiva gado bubalino volta grilagem campo natural baixada fotografei varias cerca eletrica cercando campo uso comum baixada maranhense baixada oriental ocidental ibama secretaria ambiente maranhao secretarias municipai ambiente baixada oriental ocidental tomem providencias retirem cerca eletrica campo uso comum apelamo orgao fundiarios orgao ambiental livrem campo natural baixada criacao gado bubalino criacao bufalo campo natural feita causa ambiente ribeirinha baixada ficam privada pesca acesso campo fica registrado maranhao orgao estadual deixa cadeira ocupada"",1,0"
"2009,""juara juntamente assembleia geraldo riva esposa janete riva participamo comemoracao emancipacao politicoadministrativa junto alcir paulino viceprefeito sachett hospital juara localizada vale arino rebanho bovino rebanho cacer cabeca gado pecuaria principal fonte renda desenvolvido promissora ideia emancipacao sabado inaugurar rodovia vale rodovia ligar juara capital cuiaba destacar juara felicidade obter eleicao passada acompanhamento estruturacao fisica humana estadual lutei juntamente riva preside assembleia implantacao universidade unemat lutamo asfaltamento rodovias saem juara rumo cuiaba ligando horizonte norte porto gaucho br saudo querido juara nasceram espero juara continue desenvolvendo"",1,0"
"2009,""solicita diferente dependencias imediatamente registrado eletronico faltam completarmo darmo comecara necessario continuando periodo comunicacao indago uso pausa"",1,0"
"2009,""realizacao conferencia comunicacao expediente confecom critiquei entidade empresarial participando formal direta institucionalmente conferencia arrogante exclusivista autoritaria maniqueista participar central democracia comunicacao constituicao consagra principio comunicacao via privado estatal realizado quintafeira fundamental plural aberto democratico delegado participam conferencia civil representada conferencia comunicacao claro abertura defender plena liberdade informacao plena liberdade manifestacao plena liberdade imprensa direito informacao direito democratico cidadania informacao confundida interesse proprietarios meios comunicacao realizacao conferencia democratico exige tolerancia pluralidade diversidade complexo continental extremamente radicalizado constituinte definicao legal ultrapassada necessario reestruturacao digital peso internet midias alternativa democratizando acesso informacao divulgacao informacao comunicacao informacao democracia realizacao evento centro convencao ulysse guimarao"",1,0"
"2009,""realizado leilao energia eolica viabilizando empreendimento megawatts representam aproximadamente energia eolica instalada incremento energia renovavel matriz energetica provoca reducao preco torna competitiva energias viabilizar leilao entrada energia eolica modalidade concorrer tradicional fonte energia eletrica apresentaram receptor empreendimento maneira oportuna insere nacao incrementam participacao energia eolica matriz energetica estabelece regra implantacao fonte renovavel apreciado instrumento incentivo energias renovavel particularmente energia eolica apreciado unanimidade criada analisar preveem crescente fonte renovavel matriz energetica funcao encaminhado energias renovavel contavamo seguimento precisa urgentemente legal fonte renovavel incentivar industria energias renovavel melhorar matriz eletrica limpa padrao internacional incremento adocao energia renovavel fonte alternativa eolica saudo realizacao leilao viabilizou empreendimento megawatts energia eolica matriz energetica incentiva ramo industria energias renovavel franco crescimento precisa acentuar fonte renovavel matriz eletrica"",1,0"
"2010,""alias anteontem falei prazer saudacao acesso informacao legislacao sido aprovada unanimidade enviado mudava cultura acesso informacao direito cidadao receber informacao orgao entender vejam avanco constituicao colocome votou constituicao estadual fizemo constar carta receber informacao dirigida executivo acesso informacao concede cidadao receba informacao resposta orgao executivo judiciario avanco precedente informacao pessoa usufruir campanha ensinar cidadao utilizarse informacao informacao saude educacao repito esforco vote celeridade legislacao extremamente avancada democracia conviccao disto aperfeicoamento democracia legislacao ouvi radio justamente fala locutor reclamando agradecolhe"",1,0"
"2010,""solenidade palacio planalto reuniu auxiliar prestar balanco atitude inedita cartorio realizacao infraestrutura economico inclusao tiraram miseria atitude inedita dirigente entidade movimento atitude extremamente democratica prestar vitoria obtivemo ultima tucano queriam privatizar petrobra fatiaram perseguiram atitude entreguista passaram multinacional repsolipf refinaria alberto pasqualini petrobra retomou patrimonio deveria sido entregue privada retomou refinaria alberto pasqualini tres moderna refinarias retomando patrimonio incorporouo patrimonio vitoria infelizmente incluir prestacao palacio planalto petrobra sergio gabrielli aplaudir retomar refinaria petroleiro fizeram luta incansavel garantir retomada patrimonio deixar simbolica concretamente compromisso transformou referencia inteiro"",1,0"
"2010,""somar vanderlei macri sampaio declaracao justificativa clara atribuicao constitucional estabelecer subsidios subsequente seguinte tirassemo chamada verba indenizatoria junto verba correio cotao $ elevacao despesa fica sugestao acrescimo receita cotao embutido imposto renda $ repassado salarios estaria embutido imposto renda declaracao macri sampaio atribuicao constitucional queriamo elevacao despesa crescimento receita imposto renda embutido salario declaracao geraldo simao registrado"",1,0"
"2010,""ambiente ultima apreciar quase pagina mim dossie amianto lamentavelmente poderoso lobby amianto industrias detem controle atividade morte produzido produziram passado continuam produzindo contaminado sofrerao doenca terrivel doenca respiratorias cancer provocado mineral cancerigeno violento atinge contato po suspensao produto amianto circulando mercado fazendo vitima sequer conhecimento perigo lidar produto amianto lamento profundamente receba tamanha influencia europa baniu amianto argentina uruguai chile baniram amianto materiaprima substituir mineral impacto economia substituido materiasprima lamento profundamente lobby calarme erraram erraram conhecimento universidade sido solicitado internet rodado distribuido autoridade alias circula informacao amianto tragedia provocado continuar divulgando levalo instituicao continuar denunciando lobby poderoso ocorrido membro iniciativa privada denunciar preciso estancar morte preciso atencao morrendo contaminado tragedia ocorre silenciosamente sido omitido conhecimento tragedia morrendo graca amianto lamento profundamente agiram impedilo"",1,0"
"2010,""excedemo minuto horario regulamentar prorrogacao permita razao estarmo senso proverbial senso cansado informa esperar meia meia exatamente hmin hmin encerro convoco varias incluido pdl incluida pergunto manter manter facilita util despedirse modo haver aparte haver participacao compreensao mantermo edson duarte pvba revisao entendi pannunzio permitame assinalar vista mantivermo gente voltar aguardando comparecimento aparecem achando comodo deixar votem achando julgado posicionamento oposto comportamento movido principios etica simple resolve simple resultado pede absoluta pannunzio absoluta suficiente olhem votaram representativa precisa tornala representativa esperando esperar metade esperou"",1,0"
"2011,""desculpa lucena lim voo limite horario tentarei rapido manifestar carmen zanotto teresa surita proibe familias espanquem maltratem filho metodo educacao pai entender agressao fisica metodo educacao epoca pai viviamo psicologico espaco educacao espaco dialogo afeto filho espancado pai guarda memoria ato violencia reproduz futuro carmen zanotto teresa surita finde venha comunicar dando entrada vigilante reclamam adicional periculosidade fizeram manifestacao mobilizacao apoiamo categoria vigilante exposta perigo exposta tiro receba adicional periculosidade homenagear amiga creuza maria oliveira federacao trabalhadora domestica creuza salvador baiana negra lutadora lutado ferrenhamente defesa direito empregada domestica participacao ativa tratado internacional signatario relatora creuza participado ativamente corrija injustica corrigimo teixeira sa andreia zito corrigido injustica alegria igualava aposentadoria invalidez permanente lido ressalto rousseff reajustar gestao descentralizada ampliar acao parabenizoa aniversario pagava familia cadastrada beneficiaria bolsa familia pagar familia atualizada cadastro repassado chamada busca ativa miseria pretende tirar pobreza ficar esperando pobre va buscar beneficio estimular busca ativa identificar faixa extrema pobreza recebem beneficios desculpa usado prerrogativa chato usarmo felizmente limite encaminhado informo creuza maria oliveira federacao trabalhadora domestica fenatrad recebera premio direito humano promovido secretaria direito humano tomada seletivo julgamento creuza mora salvador prestado comunidade periferica disso mobilizadora sindicato trabalhadora domestica bahia militante edicao cerimonia entrega premio direito humano salao palacio planalto brasilia distrito contara rousseff parabenizo creuza atuacao consciencia humanitaria contribuindo ampliar sensibilidade necessidade direito humano conforme informacao agencia ampliar acao municipai ligada bolsa familia plano miseria combate fome mds reajustar gestao descentralizada igd receberao poderao expandir mecanismo chamada busca ativa localizacao familias pobr cadastro pagava familia cadastrada beneficiaria bolsa familia pago familia atualizada cadastro repassado cerca previsao mds chegue ministra tereza campelo parceiro execucao bolsa familia conseguimo chegar familias conseguindo criar mecanismo prefeitura gestor sintam estimulado aperfeicoar cadastro igd indicador varia mostra gestao bolsa familia ambito municipal indice calculado integridade informacao constam cadastro atualizacao dado informacao frequencia escolar crianca adolescente cumprimento condicionalidade saude igd existia reajustado chave plano miseria cadastro ampliacao passam mecanismo financiamento busca ativa cadastro recebendo bolsa familia indicador mds repassa verba facam gestao igd transferido repassado mensalmente fundo assistencia fundo municipal assistencia renda cidadania mds tiago falcao igd reconhecimento prestado estimulo aperfeicoe mecanismo gestao inovacao igd traz logica reconhecimento liberdade aplicacao dada diversidade encontramo prefeitura acompanhamento execucao municipai assistencia falcao existe possibilidade fazerem cadastramento indiscriminado receber adicional basta cadastrar parametro controle efetivamente quanta familias espera prefeitura cadastre quanta efetivamente cadastrou usado acao acompanhamento familias beneficiarias igd aplicado cadastramento familias atualizacao revisao informacao dado cadastro implementacao alfabetizacao educacao jovem adulto capacitacao profissional geracao renda passo tratar saude fixou investimento reestruturacao tecnologica hospital universitarios garantir melhorias educacao saude fundo saude providenciar transferencia montante mes financiar aquisicao equipamento medicohospitalar execucao plano reestruturacao hospital universitarios financiamento compartilhado unidade ministerios saude educacao planejamento portaria saude habilita receberem destinado aquisicao equipamento material permanente estabelecimento saude atencao basica saude assistencia ambulatorial hospitalar especializada seguranca transfusional sangue hemoderivado"",1,0"
"2011,""lancamento livro merece fala epoca critica capital refirome livro pandora abalaram brasilia jornalista ricardo callado lancada segundafeira restaurante carpe diem brasilia shopping livro fala doloroso capital doloroso contribuinte precisa investigado fundo havendo punicao responsavel congratularme jornalista ricardo callado lancara segundafeira livro pandora abalaram brasilia"",1,0"
